Job Title,Salary Estimate,Salary Estimate min,Salary Estimate max,Rating,Company Name,City,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,2.8,Child Care Aware of America,Arlington, VA,"Arlington, VA",51 to 200 employees,1987,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD)
In-Line Inspection Data Analyst,$31K-$56K (Glassdoor est.),31000.0,56000.0,2.9,Quest Integrity,Tulsa, OK,"Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,4.7,Praxis Engineering,Chantilly, VA,"Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.4,USI,Southfield, MI,"Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.9,Apex Systems,San Francisco, CA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,2.9,"Pragmatics, Inc.",Remote, VA,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Decision Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,4.9,Cambridge Mobile Telematics,Cambridge, MA,"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist - TS/SCI FSP or CI Required,$31K-$56K (Glassdoor est.),31000.0,56000.0,5.0,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
"Data Scientist, Applied Machine Learning - Bay Area",$95K-$119K (Glassdoor est.),95000.0,119000.0,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.5,The Knot Worldwide,Washington, DC,"Chevy Chase, MD",1001 to 5000 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.5,Crossover Health,San Clemente, CA,"Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
Data Analyst,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.9,Nolij Consulting,Falls Church, VA,"Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.4,Dice.com,Newton, MA,"Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.5,Gap Inc.,San Francisco, CA,"San Francisco, CA",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,4.6,Murray Resources,The Woodlands, TX,"Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,4.0,New York Technology Partners,Seattle, WA,"Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,4.7,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),95000.0,119000.0,3.5,Blackstone Talent Group,San Francisco, CA,"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist - TS/SCI Required,$95K-$119K (Glassdoor est.),95000.0,119000.0,5.0,Phoenix Operations Group,Baltimore, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Senior Principal Data Scientist (Python/R),$212K-$331K (Glassdoor est.),212000.0,331000.0,4.1,Roche,Pleasanton, CA,"Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Real World Science, Data Scientist",$212K-$331K (Glassdoor est.),212000.0,331000.0,4.0,AstraZeneca,Wilmington, DE,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.6,Creative Circle,Remote, CA,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist(s)/Machine Learning Engineer,$212K-$331K (Glassdoor est.),212000.0,331000.0,5.0,Blue Horizon Tek Solutions,New York, NY,"Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,2.7,Hexagon US Federal,Lexington Park, MD,"Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Science Software Engineer,$212K-$331K (Glassdoor est.),212000.0,331000.0,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.8,"Aveshka, Inc.",Washington, DC,"Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD)
"Manager, Field Application Scientist, Southeast",$212K-$331K (Glassdoor est.),212000.0,331000.0,4.2,10x Genomics,Raleigh, NC,"Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.9,Southwest Research Institute,Dayton, OH,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,4.5,Smith Hanley Associates,Washington, DC,"New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Scientist - Machine Learning,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.5,Allen Institute,Seattle, WA,"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD)
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,2.7,1-800-Flowers,New York, NY,"Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),212000.0,331000.0,3.5,Aptive,Washington, DC,"Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist - Image and Video Analytics,$66K-$112K (Glassdoor est.),66000.0,112000.0,4.9,The Mom Project,Longmont, CO,"Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.6,Powertek,Washington, DC,"Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.1,Bayside Solutions,Sunnyvale, CA,"Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Senior Data Engineer,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.9,Thumbtack,San Francisco, CA,"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.4,"MILVETS Systems Technology, Inc.",Patuxent," Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Machine Learning Scientist / Engineer,$66K-$112K (Glassdoor est.),66000.0,112000.0,4.1,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,4.1,Kforce,Fairfax, VA,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Sr. Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.5,Evolve Vacation Rental,Denver, CO,"Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable
"Intelligence Data Analyst, Senior",$66K-$112K (Glassdoor est.),66000.0,112000.0,4.3,The Buffalo Group,Fort Belvoir, VA,"Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Science Analyst,$66K-$112K (Glassdoor est.),66000.0,112000.0,4.4,OppLoans,Chicago, IL,"Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.8,AgreeYa Solutions,Thousand Oaks, CA,"Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.7,Carolina Power & Light Co,McLean, VA,"Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.9,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.9,Brillient,Silver Spring, MD,"Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Modeler (Analytical Systems),$66K-$112K (Glassdoor est.),66000.0,112000.0,3.7,MassMutual,Boston, MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,4.6,HAN IT Staffing Inc.,New York, NY,"Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$66K-$112K (Glassdoor est.),66000.0,112000.0,3.4,Infinitive Inc,McLean, VA,"Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
"Data Engineer (Analytics, SQL, Python, AWS)",$66K-$112K (Glassdoor est.),66000.0,112000.0,4.0,Travelers,Hartford, CT,"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist 3 (718),$128K-$201K (Glassdoor est.),128000.0,201000.0,3.3,Amyris,Emeryville, CA,"Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.3,Lightspeed Systems,Austin, TX,"Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Senior Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.9,Thumbtack,San Francisco, CA,"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Analyst - Finance & Platform Analytics,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.6,Twitch,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),$128K-$201K (Glassdoor est.),128000.0,201000.0,4.7,New Relic,Portland, OR,"San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
IT Partner Digital Health Technology and Data Science,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.6,Biogen,Cambridge, MA,"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Senior Machine Learning Scientist - Bay Area, CA",$128K-$201K (Glassdoor est.),128000.0,201000.0,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.3,ICW Group,San Diego, CA,"San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
Clinical Data Analyst,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.8,NYSTEC,New York, NY,"Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.5,E3 Federal Solutions,Chantilly, VA,"McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Engineer,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.5,Kingfisher Systems,Falls Church, VA,"Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD)
Data Scientist Technical Specialist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.4,Peraton,Chantilly, VA,"Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Senior Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.1,Group O,Chicago, IL,"Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Data Science Manager,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.0,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Computer Vision / Deep Learning Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Big Data Engineer,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.1,CaptiveAire,Raleigh, NC,"Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Architect,$128K-$201K (Glassdoor est.),128000.0,201000.0,4.2,LSQ,Orlando, FL,"Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
Aviation AI/ML Data Scientist,$128K-$201K (Glassdoor est.),128000.0,201000.0,3.3,MITRE,McLean, VA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Data Scientist,$138K-$158K (Glassdoor est.),138000.0,158000.0,3.9,Mars,Remote, VA,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist / Applied Mathematician,$138K-$158K (Glassdoor est.),138000.0,158000.0,4.5,"Fullpower Technologies, Inc.",Santa Cruz, CA,"Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
"Machine Learning Engineer, Sr.",$138K-$158K (Glassdoor est.),138000.0,158000.0,4.2,AeroVironment,Simi Valley, CA,"Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Weapons and Sensors Engineer/Scientist,$138K-$158K (Glassdoor est.),138000.0,158000.0,4.0,Dynetics,Huntsville, AL,"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Applied Computer Scientist,$138K-$158K (Glassdoor est.),138000.0,158000.0,4.5,Systems & Technology Research,Woburn, MA,"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Senior Data Analyst,$138K-$158K (Glassdoor est.),138000.0,158000.0,4.5,Novetta,Herndon, VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Cloud Data Engineer (Azure),$138K-$158K (Glassdoor est.),138000.0,158000.0,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable
"Vice President, Biometrics and Clinical Data Management",$138K-$158K (Glassdoor est.),138000.0,158000.0,4.8,Alector,South San Francisco, CA,"South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Enterprise Data Analyst (Enterprise Portfolio Management Office),$138K-$158K (Glassdoor est.),138000.0,158000.0,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138K-$158K (Glassdoor est.),138000.0,158000.0,3.3,Reynolds American,Winston-Salem, NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Lead Data Scientist – Network Analysis and Control,$138K-$158K (Glassdoor est.),138000.0,158000.0,3.3,MITRE,Bedford, MA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Senior Machine Learning Engineer,$138K-$158K (Glassdoor est.),138000.0,158000.0,5.0,LifeOmic,Raleigh, NC,"Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Engineer,$138K-$158K (Glassdoor est.),138000.0,158000.0,3.4,Spectrum Communications and Consulting,Chicago, IL,"Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
Developer III - Data Science,$138K-$158K (Glassdoor est.),138000.0,158000.0,3.3,Inland Empire Health Plan,Rancho Cucamonga, CA,"Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Senior Data Engineer,$138K-$158K (Glassdoor est.),138000.0,158000.0,2.9,Affinity Solutions,New York, NY,"New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Hydrogen/Tritium Materials Scientist (Experienced),$138K-$158K (Glassdoor est.),138000.0,158000.0,3.8,Sandia National Laboratories,Livermore, CA,"Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD)
Patient Safety- Associate Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.0,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.0,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.4,USI,Southfield, MI,"Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.9,GSK,Collegeville, PA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.8,CIA,Washington, DC,"Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.5,Maven Wave Partners,Chicago, IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.3,Ovative Group,Minneapolis, MN,"Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,2.9,Envision Healthcare,Nashville, TN,"Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,2.9,"Pragmatics, Inc.",Remote, VA,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.2,ConsumerTrack,Remote, CA,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD)
Decision Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist - TS/SCI FSP or CI Required,$80K-$132K (Glassdoor est.),80000.0,132000.0,5.0,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.5,Crossover Health,San Clemente, CA,"Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.4,Meridian Knowledge Solutions,Washington, DC,"Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,4.2,UST Global,Atlanta, GA,"Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD)
Data Scientist,$80K-$132K (Glassdoor est.),80000.0,132000.0,3.4,Trident Systems Inc,Fairfax, VA,"Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD)
(Sr.) Data Scientist -,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.6,Merrick Bank,Remote, UT,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Senior Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.2,ManTech,Alexandria, VA,"Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.2,First Health Group,Wellesley, MA,"Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,2.8,"Progress Rail, A Caterpillar Company",Fort Worth, TX,"Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.2,UST Global,Atlanta, GA,"Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.5,Axiologic Solutions,Alexandria, VA,"Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.0,Indigo Slate,Bellevue, WA,"Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.3,Cubic,Remote, CA,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Engineer,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.5,Alignment Healthcare,Orange, CA,"Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.5,WGSN,Baltimore, MD,"New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.6,"ISYS Technologies, Inc.",Herndon, VA,"Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.0,TransVoyant,Alexandria, VA,"Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist/Data Analytics Practitioner,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.0,Noblis,Bridgeport, WV,"Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.6,Murray Resources,The Woodlands, TX,"Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.3,Geotab,Oakville, CA,"Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
