Job Title,Salary Estimate,Salary Estimate min,Salary Estimate max,Rating,Company Name,City,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$145K-$225K(Employer est.),145000.0,225000.0,3.8,Enterprise Solutions Inc,New York, NY,"Naperville, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Analytics - Business Assurance Data Analyst,$145K-$225K(Employer est.),145000.0,225000.0,4.6,GreatAmerica Financial Services,Cedar Rapids, IA,"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD)
"Development Scientist, Voltaren",$145K-$225K(Employer est.),145000.0,225000.0,3.9,GSK,Richmond, VA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.7,GovTech,San Francisco, CA,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.3,Intellectual Ventures,Bellevue, WA,"Bellevue, WA",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Engineer,$79K-$147K (Glassdoor est.),79000.0,147000.0,4.4,Rocket Lawyer,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.7,22nd Century Technologies,Oakland, CA,"Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.3,Huxley,San Francisco, CA,"London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.4,FM Systems,Boston, MA,"Raleigh, NC",51 to 200 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD)
Machine Learning Engineer,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.7,Mteq,Fort Belvoir, VA,"Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Principal Data & Analytics Platform Engineer,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.7,Blue Cross and Blue Shield of North Carolina,Durham, NC,"Durham, NC",1001 to 5000 employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Machine Learning Engineer/Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,4.8,Jane Street,New York, NY,"New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,5.0,SSATI,McLean, VA,"Annapolis Junction, MD",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79K-$147K (Glassdoor est.),79000.0,147000.0,3.9,Novartis,Cambridge, MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.3,The Davey Tree Expert Company,Kent, OH,"Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,4.6,Centauri,Reston, VA,"Chantilly, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Machine Learning Engineer,$79K-$147K (Glassdoor est.),79000.0,147000.0,2.6,Software Engineering Institute,Pittsburgh, PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst - Unilever Prestige,$79K-$147K (Glassdoor est.),79000.0,147000.0,3.8,Dermalogica,Carson, CA,"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Scientist,$79K-$147K (Glassdoor est.),79000.0,147000.0,4.8,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"VP, Data Science",$79K-$147K (Glassdoor est.),79000.0,147000.0,3.9,7Park Data,New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.0,Netskope,Santa Clara, CA,"Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.2,Eversight,Palo Alto, CA,"Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Senior Business Intelligence Analyst,$122K-$146K (Glassdoor est.),122000.0,146000.0,3.7,Protolabs,Maple Plain, MN,"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,3.0,Ameritas Life Insurance Corp,Cincinnati, OH,"Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD)
Data Engineer - Kafka,$122K-$146K (Glassdoor est.),122000.0,146000.0,3.5,Western Digital,San Jose, CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,5.0,Averity,New York, NY,"New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.7,Praxis Engineering,Chantilly, VA,"Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Decision Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.9,Cambridge Mobile Telematics,Cambridge, MA,"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Science All Star Program - Data Engineer Track,$122K-$146K (Glassdoor est.),122000.0,146000.0,4.6,Blend360,Columbia, MD,"Columbia, MD",51 to 200 employees,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist - TS/SCI FSP or CI Required,$122K-$146K (Glassdoor est.),122000.0,146000.0,5.0,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Analyst,$122K-$146K (Glassdoor est.),122000.0,146000.0,3.9,Nolij Consulting,Falls Church, VA,"Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.3,Quick Base,Cambridge, MA,"Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.7,Takeda,Cambridge, MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.7,Compass Consulting Group,Thousand Oaks, CA,"Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Science Software Engineer,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
AI Ops Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.0,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.2,Perspecta,Adelphi, MD,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.5,Smith Hanley Associates,Washington, DC,"New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Scientist - Machine Learning,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.5,Allen Institute,Seattle, WA,"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,4.4,Eliassen Group,Plano, TX,"Reading, MA",1001 to 5000 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.1,Bayside Solutions,Sunnyvale, CA,"Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Sr. Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.5,Evolve Vacation Rental,Denver, CO,"Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.8,AgreeYa Solutions,Thousand Oaks, CA,"Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.7,Carolina Power & Light Co,McLean, VA,"Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Analytics Manager - Data Mart,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.5,Central California Alliance for Health,Scotts Valley, CA,"Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Data Modeler (Analytical Systems),$112K-$116K (Glassdoor est.),112000.0,116000.0,3.7,MassMutual,Boston, MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Applied AI Scientist / Engineer,$112K-$116K (Glassdoor est.),112000.0,116000.0,5.0,"New Iron Group, Inc.",Boston, MA,"Austin, TX",1 to 50 employees,2003,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Engineer (Analytics, SQL, Python, AWS)",$112K-$116K (Glassdoor est.),112000.0,116000.0,4.0,Travelers,Hartford, CT,"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Senior Data Analyst - Finance & Platform Analytics,$112K-$116K (Glassdoor est.),112000.0,116000.0,3.6,Twitch,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Market Research Data Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,3.8,GutCheck,Denver, CO,"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
IT Partner Digital Health Technology and Data Science,$110K-$163K (Glassdoor est.),110000.0,163000.0,3.6,Biogen,Cambridge, MA,"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Senior Machine Learning Scientist - Bay Area, CA",$110K-$163K (Glassdoor est.),110000.0,163000.0,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",$110K-$163K (Glassdoor est.),110000.0,163000.0,4.1,Mentor Graphics,Fremont, CA,"Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Engineer,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.5,Kingfisher Systems,Falls Church, VA,"Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD)
Computer Vision / Deep Learning Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Solutions Engineer - Data Modeler,$110K-$163K (Glassdoor est.),110000.0,163000.0,3.4,Liberty Mutual Insurance,Indianapolis, IN,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.3,Visionary Integration Professionals,Washington, DC,"Folsom, CA",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Weapons and Sensors Engineer/Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.0,Dynetics,Huntsville, AL,"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Applied Computer Scientist,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.5,Systems & Technology Research,Woburn, MA,"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Senior Data Analyst,$110K-$163K (Glassdoor est.),110000.0,163000.0,4.5,Novetta,Herndon, VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Cloud Data Engineer (Azure),$110K-$163K (Glassdoor est.),110000.0,163000.0,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",$110K-$163K (Glassdoor est.),110000.0,163000.0,4.0,Exact Sciences Corporation,Madison, WI,"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Sr. Data Analyst,$110K-$163K (Glassdoor est.),110000.0,163000.0,3.6,Community Behavioral Health,Philadelphia, PA,"Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$110K-$163K (Glassdoor est.),110000.0,163000.0,3.3,Reynolds American,Winston-Salem, NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Senior Machine Learning Engineer,$110K-$163K (Glassdoor est.),110000.0,163000.0,5.0,LifeOmic,Raleigh, NC,"Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Product Data Scientist - Ads Data Science,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.1,Twitter,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.2,Postmates - Corporate HQ,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.9,"Visionist, Inc.",Columbia, MD,"Columbia, MD",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.3,Concerto HealthAI,Boston, MA,"Boston, MA",201 to 500 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,-1.0,Evolvinc,Burbank, CA,"Los Angeles, CA",1 to 50 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,5.0,Royce Geospatial,Springfield, VA,"Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.2,CyberCoders,Phoenix, AZ,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.7,Booz Allen Hamilton Inc.,Oxnard, CA,"Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.8,Burns & McDonnell,Kansas City, MO,"Kansas City, MO",5001 to 10000 employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.8,InvenTech Info,Jersey City, NJ,"Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.5,Robert Half,Manchester, NH,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Analytics - Business Assurance Data Analyst,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.6,GreatAmerica Financial Services,Cedar Rapids, IA,"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,3.9,Criteo,Ann Arbor, MI,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$124K-$198K (Glassdoor est.),124000.0,198000.0,4.1,Coverent,McLean, VA,"McLean, VA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,3.7,Via Transportation,New York, NY,"New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,3.5,Benson Hill,Saint Louis, MO,"Saint Louis, MO",201 to 500 employees,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Data Engineer,$79K-$133K (Glassdoor est.),79000.0,133000.0,4.4,Rocket Lawyer,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD)
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,3.1,Werner Enterprises Inc,Omaha, NE,"Omaha, NE",10000+ employees,1956,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD)
Data Scientist - Machine Learning,$79K-$133K (Glassdoor est.),79000.0,133000.0,5.0,VANTA Partners,Open Fork, VA,"Clifton Park, NY",1 to 50 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,3.5,"Farmer's Business Network, Inc.",San Carlos, CA,"San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,2.7,Change Healthcare,Lombard, IL,"Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,4.1,DCS Corp,Hampton, VA,"Alexandria, VA",1001 to 5000 employees,1977,Company - Private,Research & Development,Business Services,$100 to $500 million (USD)
Data Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,2.1,Hive (CA),San Francisco, CA,"Los Angeles, CA",Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
Machine Learning Engineer/Scientist,$79K-$133K (Glassdoor est.),79000.0,133000.0,4.8,Jane Street,New York, NY,"New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist - Intermediate,$69K-$116K (Glassdoor est.),69000.0,116000.0,4.5,Envision LLC,Saint Louis, MO,"Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Principal Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,4.0,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$69K-$116K (Glassdoor est.),69000.0,116000.0,3.9,Novartis,Cambridge, MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.2,Net2Source Inc.,Alpharetta, GA,"Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.2,The Trade Desk,Boulder, CO,"Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist- Industrial Discrete Sector Industry,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.7,IBM,Atlanta, GA,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,4.4,Knowesis Inc.,Falls Church, VA,"Fairfax, VA",51 to 200 employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.1,MoTek Technologies,Mountain View, CA,"San Jose, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.3,The Davey Tree Expert Company,Kent, OH,"Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.5,HPOne,Trumbull, CT,"Trumbull, CT",501 to 1000 employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD)
Machine Learning Engineer,$69K-$116K (Glassdoor est.),69000.0,116000.0,2.6,Software Engineering Institute,Pittsburgh, PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,2.7,TBWA\Chiat\Day,New York, NY,"New York, NY",1001 to 5000 employees,1968,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.5,ThreeBridge Solutions,Alpharetta, GA,"Minneapolis, MN",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Analyst - Unilever Prestige,$69K-$116K (Glassdoor est.),69000.0,116000.0,3.8,Dermalogica,Carson, CA,"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,4.8,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$69K-$116K (Glassdoor est.),69000.0,116000.0,4.2,DW Simpson,Frederick, MD,"Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data & Machine Learning Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,4.0,Grid Dynamics,Santa Clara, CA,"San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
"VP, Data Science",$31K-$56K (Glassdoor est.),31000.0,56000.0,3.9,7Park Data,New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Senior Business Intelligence Analyst,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.7,Protolabs,Maple Plain, MN,"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.9,LinQuest,Colorado Springs, CO,"Los Angeles, CA",501 to 1000 employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
Data Engineer - Kafka,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.5,Western Digital,San Jose, CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,4.0,Trexquant Investment,Remote, CT,"Stamford, CT",1 to 50 employees,2012,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.0,Ameritas Life Insurance Corp,Cincinnati, OH,"Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD)
Data Scientist,$31K-$56K (Glassdoor est.),31000.0,56000.0,3.7,Fleetcor,Atlanta, GA,"Atlanta, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
